"Time","iRTT","port_source","port_dest","Protocol","Length"
"0.000692","0.000692","443","65186","UDP","1292"
"0.000277","0.000277","443","65186","UDP","1292"
"0.000300","0.000300","443","65186","UDP","1292"
"0.000077","0.000077","443","65186","UDP","1292"
"0.000875","0.000875","443","65186","UDP","1292"
"0.000275","0.000275","443","65186","UDP","1292"
"0.000351","0.000351","443","65186","UDP","1292"
"0.000078","0.000078","443","65186","UDP","1292"
"0.001321","0.001321","443","65186","UDP","1292"
"0.000275","0.000275","443","65186","UDP","1292"
"0.000300","0.000300","443","65186","UDP","1292"
"0.000078","0.000078","443","65186","UDP","1292"
"0.000106","0.000106","443","65186","UDP","1292"
"0.000092","0.000092","443","65186","UDP","1292"
"0.000111","0.000111","443","65186","UDP","1292"
"0.000088","0.000088","443","65186","UDP","1292"
"0.002125","0.002125","65186","443","UDP","95"
"0.000523","0.000523","443","65186","UDP","1292"
"0.000277","0.000277","443","65186","UDP","1292"
"0.000300","0.000300","443","65186","UDP","1292"
"0.000078","0.000078","443","65186","UDP","1292"
"0.000107","0.000107","443","65186","UDP","1292"
"0.000091","0.000091","443","65186","UDP","1292"
"0.000111","0.000111","443","65186","UDP","1292"
"0.000090","0.000090","443","65186","UDP","1292"
"0.001924","0.001924","443","65186","UDP","1292"
"0.000275","0.000275","443","65186","UDP","1292"
"0.000277","0.000277","443","65186","UDP","1292"
"0.000078","0.000078","443","65186","UDP","1292"
"0.000106","0.000106","443","65186","UDP","1292"
"0.000088","0.000088","443","65186","UDP","1292"
"0.000109","0.000109","443","65186","UDP","1292"
"0.000122","0.000122","443","65186","UDP","1292"
"0.001995","0.001995","443","65186","UDP","1292"
"0.000275","0.000275","443","65186","UDP","1292"
"0.000301","0.000301","443","65186","UDP","1292"
"0.000079","0.000079","443","65186","UDP","1292"
"0.000144","0.000144","65186","443","UDP","95"
"0.001132","0.001132","443","65186","UDP","1292"
"0.000271","0.000271","443","65186","UDP","1292"
"0.000299","0.000299","443","65186","UDP","1292"
"0.000079","0.000079","443","65186","UDP","1292"
"0.000000","0.000000","443","65186","UDP","147"
"0.005339","0.005339","65186","443","UDP","95"
"0.009077","0.009077","65186","443","UDP","95"
"0.028714","0.028714","443","65186","UDP","180"
"0.000000","0.000000","443","65186","UDP","148"
"0.000402","0.000402","443","65186","UDP","842"
"0.000000","0.000000","443","65186","UDP","92"
"0.000000","0.000000","443","65186","UDP","112"
"0.000000","0.000000","443","65186","UDP","134"
"0.009915","0.009915","65186","443","UDP","96"
"0.019903","0.019903","443","63351","TLSv1.2","167"
"0.000683","0.000683","443","63351","TLSv1.2","1294"
"0.000426","0.000426","443","63351","TLSv1.2","1294"
"0.000949","0.000949","443","63351","TLSv1.2","1294"
"0.000380","0.000380","443","63351","TLSv1.2","1294"
"0.000079","0.000079","443","63351","TLSv1.2","1294"
"0.000108","0.000108","443","63351","TLSv1.2","1294"
"0.000359","0.000359","443","63351","TLSv1.2","1294"
"0.000276","0.000276","443","63351","TLSv1.2","1294"
"0.000748","0.000748","443","63351","TLSv1.2","1294"
"0.000301","0.000301","443","63351","TLSv1.2","1294"
"0.000475","0.000475","443","63351","TLSv1.2","1294"
"0.000272","0.000272","443","63351","TLSv1.2","1294"
"0.000499","0.000499","443","63351","TLSv1.2","1294"
"0.000278","0.000278","443","63351","TLSv1.2","1294"
"0.000501","0.000501","443","63351","TLSv1.2","1294"
"0.000336","0.000336","443","63351","TLSv1.2","1294"
"0.000000","0.000000","443","65186","UDP","180"
"0.000365","0.000365","443","63351","TLSv1.2","1294"
"0.000275","0.000275","443","63351","TLSv1.2","1294"
"0.000925","0.000925","443","63351","TLSv1.2","1294"
"0.000301","0.000301","443","63351","TLSv1.2","1294"
"0.000000","0.000000","443","65186","UDP","149"
