"Time","iRTT","port_source","port_dest","Protocol","Length"
"0.000085","0.000085","52680","443","TCP","66"
"0.000251","0.000251","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.001640","0.001640","443","52680","TCP","1494"
"0.000375","0.000375","443","52680","TCP","1494"
"0.000135","0.000135","52680","443","TCP","66"
"0.000069","0.000069","52680","443","TCP","66"
"0.001672","0.001672","443","52680","TLSv1.3","1494"
"0.000092","0.000092","52680","443","TCP","66"
"0.000256","0.000256","443","52680","TCP","1494"
"0.001373","0.001373","443","52680","TCP","1494"
"0.000331","0.000331","443","52680","TCP","1494"
"0.000310","0.000310","52680","443","TCP","66"
"0.001965","0.001965","52680","443","TCP","66"
"0.003499","0.003499","62280","3478","UDP","160"
"0.019181","0.019181","3478","62280","RTCP","110"
"0.001322","0.001322","62280","3478","UDP","156"
"0.000924","0.000924","443","52680","TCP","1494"
"0.001853","0.001853","443","52680","TCP","1494"
"0.000000","0.000000","62280","3478","UDP","643"
"0.000327","0.000327","443","52680","TCP","1494"
"0.000674","0.000674","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000348","0.000348","443","52680","TCP","1494"
"0.000584","0.000584","52680","443","TCP","66"
"0.001070","0.001070","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.000349","0.000349","443","52680","TCP","1494"
"0.000861","0.000861","52680","443","TCP","66"
"0.000762","0.000762","52680","443","TCP","66"
"0.001250","0.001250","52680","443","TCP","66"
"0.000434","0.000434","52675","443","TCP","1494"
"0.000000","0.000000","52675","443","TCP","686"
"0.000000","0.000000","52675","443","TLSv1.2","314"
"0.009701","0.009701","62280","3478","UDP","154"
"0.016315","0.016315","443","52680","TCP","1494"
"0.000374","0.000374","443","52680","TLSv1.3","1494"
"0.000675","0.000675","443","52680","TCP","1494"
"0.000404","0.000404","443","52680","TCP","1494"
"0.000710","0.000710","62280","3478","UDP","1208"
"0.000831","0.000831","443","52680","TCP","1494"
"0.000297","0.000297","443","52680","TCP","1494"
"0.000262","0.000262","52680","443","TCP","66"
"0.001076","0.001076","52680","443","TCP","66"
"0.000365","0.000365","443","52680","TCP","1494"
"0.000350","0.000350","443","52680","TCP","1494"
"0.000660","0.000660","52680","443","TCP","66"
"0.000428","0.000428","62280","3478","UDP","159"
"0.000535","0.000535","443","52680","TCP","1494"
"0.000296","0.000296","443","52680","TCP","1494"
"0.001109","0.001109","52680","443","TCP","66"
"0.000590","0.000590","443","52680","TCP","1494"
"0.000321","0.000321","443","52680","TCP","1494"
"0.001056","0.001056","52680","443","TCP","66"
"0.000661","0.000661","443","52680","TLSv1.3","1494"
"0.000335","0.000335","443","52680","TCP","1494"
"0.000582","0.000582","52680","443","TCP","66"
"0.001141","0.001141","443","52680","TCP","1494"
"0.000347","0.000347","443","52680","TCP","1494"
"0.000000","0.000000","3478","62280","RTCP","110"
"0.000000","0.000000","443","52675","TCP","66"
"0.000685","0.000685","52680","443","TCP","66"
"0.000121","0.000121","52680","443","TCP","66"
"0.003482","0.003482","443","52680","TCP","1494"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000000","0.000000","443","52680","TCP","1494"
"0.000939","0.000939","52675","443","TCP","1494"
"0.000000","0.000000","52675","443","TLSv1.2","216"
"0.000000","0.000000","52680","443","TCP","66"
"0.000394","0.000394","443","52680","TCP","1494"
