"Time","iRTT","port_source","port_dest","Protocol","Length"
"0.000168","0.000168","443","52693","TLSv1.2","1494"
"0.000128","0.000128","443","52693","TLSv1.2","1494"
"0.000113","0.000113","443","52693","TLSv1.2","1494"
"0.000132","0.000132","443","52693","TLSv1.2","1494"
"0.000055","0.000055","443","52693","TLSv1.2","1494"
"0.000185","0.000185","443","52693","TLSv1.2","1494"
"0.000115","0.000115","443","52693","TLSv1.2","1494"
"0.000113","0.000113","443","52693","TLSv1.2","1494"
"0.000114","0.000114","443","52693","TLSv1.2","1494"
"0.000119","0.000119","443","52693","TLSv1.2","1494"
"0.000122","0.000122","443","52693","TLSv1.2","1494"
"0.000122","0.000122","443","52693","TLSv1.2","1494"
"0.000123","0.000123","443","52693","TLSv1.2","1494"
"0.000087","0.000087","443","52693","TLSv1.2","1494"
"0.000122","0.000122","443","52693","TLSv1.2","1494"
"0.000000","0.000000","62280","3478","DTLSv1.2","107"
"0.000040","0.000040","62280","3478","UDP","153"
"0.000000","0.000000","62280","3478","UDP","156"
"0.000114","0.000114","443","52693","TLSv1.2","1494"
"0.000088","0.000088","62280","3478","UDP","1109"
"0.000124","0.000124","443","52693","TLSv1.2","1494"
"0.000122","0.000122","443","52693","TLSv1.2","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TLSv1.2","1490"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000131","0.000131","443","52693","TCP","1494"
"0.000113","0.000113","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000120","0.000120","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TLSv1.2","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000123","0.000123","443","52693","TCP","1494"
"0.000120","0.000120","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TLSv1.2","1494"
"0.000143","0.000143","443","52693","TCP","1494"
"0.000100","0.000100","443","52693","TCP","1494"
"0.000000","0.000000","52693","443","TCP","78"
"0.000027","0.000027","52693","443","TCP","78"
"0.000000","0.000000","52693","443","TCP","78"
"0.000000","0.000000","52693","443","TCP","78"
"0.000022","0.000022","52693","443","TCP","78"
"0.000113","0.000113","443","52693","TCP","1494"
"0.000126","0.000126","443","52693","TCP","1494"
"0.000117","0.000117","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
"0.000140","0.000140","443","52693","TCP","1494"
"0.000107","0.000107","443","52693","TCP","1494"
"0.000117","0.000117","443","52693","TCP","1494"
"0.000121","0.000121","443","52693","TCP","1494"
"0.000122","0.000122","443","52693","TCP","1494"
